video_name,visit_id,arrival_frame,departure_frame,arrival_time_seconds,departure_time_seconds,stay_duration_frames,stay_duration_seconds,stay_duration_minutes,avg_motion_score,max_motion_score,avg_brightness,min_brightness,max_brightness,brightness_variation,light_condition,avg_activity_index,avg_edge_density,avg_color_variance,next_arrival,inter_visit_interval_seconds,inter_visit_interval_minutes
083143-00051-M-0002,15,380,381,12.666666666666666,12.7,2,0.06666666666666667,0.0011111111111111111,0.08023050000000001,0.080391,97.795,97.61,97.98,0.37000000000000455,DIM,0.1851295,0.10489899999999999,49.955,18.366666666666667,5.666666666666668,0.09444444444444447
083143-00051-M-0002,16,551,552,18.366666666666667,18.4,2,0.06666666666666667,0.0011111111111111111,0.086095,0.087284,97.985,97.85,98.12,0.27000000000001023,DIM,0.1917025,0.105607,50.065,18.7,0.3000000000000007,0.005000000000000012
083143-00051-M-0002,17,561,562,18.7,18.733333333333334,2,0.06666666666666667,0.0011111111111111111,0.08232300000000001,0.082759,97.16499999999999,96.98,97.35,0.36999999999999034,DIM,0.1880075,0.1056845,49.64,18.933333333333334,0.1999999999999993,0.0033333333333333214
083143-00051-M-0002,18,568,572,18.933333333333334,19.066666666666666,5,0.16666666666666666,0.0027777777777777775,0.09037799999999999,0.126372,97.394,97.18,97.73,0.5499999999999972,DIM,0.1948548,0.10447700000000001,49.620000000000005,23.333333333333332,4.266666666666666,0.0711111111111111
083143-00051-M-0002,19,700,701,23.333333333333332,23.366666666666667,2,0.06666666666666667,0.0011111111111111111,0.082261,0.082714,97.255,97.17,97.34,0.1700000000000017,DIM,0.1898035,0.1075425,50.15,24.966666666666665,1.5999999999999979,0.02666666666666663
083143-00051-M-0002,20,749,770,24.966666666666665,25.666666666666668,22,0.7333333333333333,0.012222222222222221,0.08883245454545453,0.133229,98.11954545454546,97.33,98.54,1.210000000000008,DIM,0.19239099999999995,0.10355854545454544,49.892727272727264,25.8,0.13333333333333286,0.0022222222222222144
083143-00051-M-0002,21,774,778,25.8,25.933333333333334,5,0.16666666666666666,0.0027777777777777775,0.0832214,0.086332,98.52799999999999,98.35,98.63,0.28000000000000114,DIM,0.1849934,0.1017718,49.714,26.033333333333335,0.10000000000000142,0.0016666666666666904
083143-00051-M-0002,22,781,792,26.033333333333335,26.4,12,0.4,0.006666666666666667,0.09034350000000001,0.130128,98.40166666666669,97.52,98.8,1.2800000000000011,DIM,0.1942000833333333,0.10385683333333333,49.91166666666667,26.466666666666665,0.06666666666666643,0.0011111111111111072
083143-00051-M-0002,23,794,802,26.466666666666665,26.733333333333334,9,0.3,0.005,0.08566555555555556,0.088688,97.15222222222224,96.94,97.31,0.37000000000000455,DIM,0.18792699999999998,0.10226177777777777,49.70333333333333,,,
083239-00068-M-0002,1,609,610,20.3,20.333333333333332,2,0.06666666666666667,0.0011111111111111111,0.0826685,0.083546,96.67500000000001,96.59,96.76,0.1700000000000017,DIM,0.185339,0.10267,49.845,32.0,11.666666666666668,0.19444444444444448
083239-00068-M-0002,2,960,961,32.0,32.03333333333333,2,0.06666666666666667,0.0011111111111111111,0.1006205,0.120848,97.28,97.19,97.37,0.18000000000000682,DIM,0.209182,0.10856199999999999,50.64,,,
084741-00053-M-0002,1,84,85,2.8,2.8333333333333335,2,0.06666666666666667,0.0011111111111111111,0.082057,0.083082,99.27000000000001,99.25,99.29,0.04000000000000625,DIM,0.18773299999999998,0.10567599999999999,52.55,2.966666666666667,0.1333333333333333,0.002222222222222222
084741-00053-M-0002,2,89,93,2.966666666666667,3.1,5,0.16666666666666666,0.0027777777777777775,0.0922432,0.131694,99.68400000000001,99.15,100.09,0.9399999999999977,DIM,0.1972856,0.10504220000000002,53.036,3.9,0.7999999999999998,0.01333333333333333
084741-00053-M-0002,3,117,118,3.9,3.933333333333333,2,0.06666666666666667,0.0011111111111111111,0.0867445,0.093193,100.185,100.14,100.23,0.09000000000000341,DIM,0.18958799999999998,0.10284399999999999,53.03,4.233333333333333,0.30000000000000027,0.0050000000000000044
084741-00053-M-0002,4,127,130,4.233333333333333,4.333333333333333,4,0.13333333333333333,0.0022222222222222222,0.08274225,0.084603,100.245,99.8,100.59,0.7900000000000063,DIM,0.185663,0.1029205,52.7625,4.9,0.5666666666666673,0.009444444444444455
084741-00053-M-0002,5,147,159,4.9,5.3,13,0.43333333333333335,0.007222222222222223,0.08884961538461537,0.13414,98.33461538461538,97.65,98.71,1.059999999999988,DIM,0.1913300769230769,0.1024802307692308,51.89461538461539,5.466666666666667,0.16666666666666696,0.0027777777777777827
084741-00053-M-0002,6,164,166,5.466666666666667,5.533333333333333,3,0.1,0.0016666666666666668,0.080422,0.08075,98.35666666666667,98.15,98.55,0.3999999999999915,DIM,0.18438366666666664,0.10396166666666667,52.07,6.166666666666667,0.6333333333333337,0.010555555555555563
084741-00053-M-0002,7,185,187,6.166666666666667,6.233333333333333,3,0.1,0.0016666666666666668,0.082399,0.085629,99.79333333333334,99.69,99.91,0.21999999999999886,DIM,0.18865033333333334,0.10625133333333332,52.96333333333333,7.2,0.9666666666666668,0.016111111111111114
084741-00053-M-0002,8,216,218,7.2,7.266666666666667,3,0.1,0.0016666666666666668,0.083081,0.084946,99.88,99.76,99.96,0.19999999999998863,DIM,0.18803566666666668,0.10495466666666668,52.93666666666667,7.4,0.13333333333333375,0.002222222222222229
084741-00053-M-0002,9,222,229,7.4,7.633333333333334,8,0.26666666666666666,0.0044444444444444444,0.08585775,0.094837,99.67875000000001,99.26,100.05,0.789999999999992,DIM,0.189381625,0.103524125,52.5375,7.766666666666667,0.13333333333333286,0.0022222222222222144
084741-00053-M-0002,10,233,263,7.766666666666667,8.766666666666667,31,1.0333333333333334,0.017222222222222226,0.0901561935483871,0.137351,99.84903225806453,99.2,100.33,1.1299999999999955,DIM,0.1910218709677419,0.1008655806451613,52.42032258064516,8.833333333333334,0.06666666666666643,0.0011111111111111072
084741-00053-M-0002,11,265,271,8.833333333333334,9.033333333333333,7,0.23333333333333334,0.0038888888888888888,0.09557057142857142,0.142447,99.27,98.42,99.75,1.3299999999999983,DIM,0.1939462857142857,0.09837542857142859,52.285714285714285,9.1,0.06666666666666643,0.0011111111111111072
084741-00053-M-0002,12,273,285,9.1,9.5,13,0.43333333333333335,0.007222222222222223,0.08506292307692309,0.093515,99.1230769230769,97.99,99.6,1.6099999999999994,DIM,0.18427661538461537,0.0992136923076923,52.197692307692314,9.566666666666666,0.06666666666666643,0.0011111111111111072
084741-00053-M-0002,13,287,288,9.566666666666666,9.6,2,0.06666666666666667,0.0011111111111111111,0.0818425,0.081887,99.68,99.65,99.71,0.05999999999998806,DIM,0.1821565,0.100314,52.655,9.666666666666666,0.06666666666666643,0.0011111111111111072
084741-00053-M-0002,14,290,379,9.666666666666666,12.633333333333333,90,3.0,0.05,0.09307974444444446,0.131957,99.39044444444446,98.16,100.82,2.6599999999999966,DIM,0.18976655555555558,0.09668684444444445,51.90833333333333,13.033333333333333,0.40000000000000036,0.006666666666666672
084741-00053-M-0002,15,391,393,13.033333333333333,13.1,3,0.1,0.0016666666666666668,0.09672933333333333,0.128827,99.88666666666666,99.8,99.98,0.18000000000000682,DIM,0.20107166666666668,0.10434233333333333,53.336666666666666,14.6,1.5,0.025
084741-00053-M-0002,16,438,441,14.6,14.7,4,0.13333333333333333,0.0022222222222222222,0.08335574999999999,0.085572,99.185,98.51,100.17,1.6599999999999966,DIM,0.184287,0.1009315,51.48,17.033333333333335,2.3333333333333357,0.03888888888888893
084741-00053-M-0002,17,511,512,17.033333333333335,17.066666666666666,2,0.06666666666666667,0.0011111111111111111,0.10656099999999999,0.132935,100.56,100.51,100.61,0.09999999999999432,DIM,0.21620699999999998,0.109646,53.135,17.733333333333334,0.6666666666666679,0.01111111111111113
084741-00053-M-0002,18,532,536,17.733333333333334,17.866666666666667,5,0.16666666666666666,0.0027777777777777775,0.08291459999999999,0.084561,101.552,101.26,101.8,0.539999999999992,DIM,0.1854918,0.10257720000000001,52.678,17.933333333333334,0.06666666666666643,0.0011111111111111072
084741-00053-M-0002,19,538,543,17.933333333333334,18.1,6,0.2,0.0033333333333333335,0.09535516666666667,0.131672,101.17,100.96,101.33,0.37000000000000455,DIM,0.19914283333333335,0.10378783333333334,52.72833333333333,18.166666666666668,0.06666666666666643,0.0011111111111111072
084741-00053-M-0002,20,545,622,18.166666666666668,20.733333333333334,78,2.6,0.043333333333333335,0.08898558974358975,0.139189,100.00461538461538,97.7,101.46,3.759999999999991,DIM,0.1885477820512821,0.09956224358974358,51.94820512820513,20.866666666666667,0.13333333333333286,0.0022222222222222144
084741-00053-M-0002,21,626,628,20.866666666666667,20.933333333333334,3,0.1,0.0016666666666666668,0.08044466666666666,0.08092,98.72000000000001,98.42,98.92,0.5,DIM,0.18025833333333333,0.09981333333333332,51.723333333333336,21.0,0.06666666666666643,0.0011111111111111072
084741-00053-M-0002,22,630,633,21.0,21.1,4,0.13333333333333333,0.0022222222222222222,0.09584025,0.133316,98.8375,98.55,99.04,0.4900000000000091,DIM,0.19962200000000002,0.10378174999999999,52.13250000000001,21.166666666666668,0.06666666666666643,0.0011111111111111072
084741-00053-M-0002,23,635,636,21.166666666666668,21.2,2,0.06666666666666667,0.0011111111111111111,0.0817575,0.08273,99.22,99.22,99.22,0.0,DIM,0.183333,0.1015755,51.815,22.033333333333335,0.8333333333333357,0.013888888888888928
084741-00053-M-0002,24,661,662,22.033333333333335,22.066666666666666,2,0.06666666666666667,0.0011111111111111111,0.10468649999999999,0.128797,98.735,98.72,98.75,0.030000000000001137,DIM,0.210214,0.1055275,52.415000000000006,24.133333333333333,2.0666666666666664,0.03444444444444444
084741-00053-M-0002,25,724,729,24.133333333333333,24.3,6,0.2,0.0033333333333333335,0.08254516666666666,0.085874,98.30999999999999,97.66,99.07,1.4099999999999966,DIM,0.18003633333333335,0.0974915,52.055,24.666666666666668,0.36666666666666714,0.006111111111111119
084741-00053-M-0002,26,740,741,24.666666666666668,24.7,2,0.06666666666666667,0.0011111111111111111,0.08304500000000001,0.083613,99.34,99.19,99.49,0.29999999999999716,DIM,0.182722,0.0996775,52.349999999999994,26.0,1.3000000000000007,0.021666666666666678
084741-00053-M-0002,27,780,800,26.0,26.666666666666668,21,0.7,0.011666666666666665,0.09128342857142857,0.129119,99.37238095238096,98.58,100.54,1.960000000000008,DIM,0.18828123809523808,0.09699766666666668,51.63809523809523,26.8,0.13333333333333286,0.0022222222222222144
084741-00053-M-0002,28,804,805,26.8,26.833333333333332,2,0.06666666666666667,0.0011111111111111111,0.08564350000000001,0.087372,99.475,99.24,99.71,0.46999999999999886,DIM,0.18534899999999999,0.0997055,51.245000000000005,26.966666666666665,0.13333333333333286,0.0022222222222222144
084741-00053-M-0002,29,809,812,26.966666666666665,27.066666666666666,4,0.13333333333333333,0.0022222222222222222,0.09490799999999999,0.132148,98.8475,98.48,99.32,0.8399999999999892,DIM,0.19949250000000002,0.10458424999999999,51.872499999999995,,,
084839-00050-M-0002,1,43,61,1.4333333333333333,2.033333333333333,19,0.6333333333333333,0.010555555555555556,0.08703726315789473,0.130678,98.95684210526316,98.61,99.31,0.7000000000000028,DIM,0.1873741052631579,0.10033657894736842,51.712105263157895,2.4,0.3666666666666667,0.006111111111111111
084839-00050-M-0002,2,72,78,2.4,2.6,7,0.23333333333333334,0.0038888888888888888,0.08324714285714287,0.085374,98.84857142857143,98.57,99.09,0.5200000000000102,DIM,0.18495028571428573,0.10170314285714285,51.791428571428575,5.1,2.4999999999999996,0.04166666666666666
084839-00050-M-0002,3,153,156,5.1,5.2,4,0.13333333333333333,0.0022222222222222222,0.0838005,0.086978,99.16,99.11,99.24,0.12999999999999545,DIM,0.18949875000000002,0.1056985,52.2125,5.733333333333333,0.5333333333333332,0.008888888888888887
084839-00050-M-0002,4,172,175,5.733333333333333,5.833333333333333,4,0.13333333333333333,0.0022222222222222222,0.08094775,0.082476,97.61,97.29,97.99,0.6999999999999886,DIM,0.182682,0.10173375,51.9025,5.966666666666667,0.13333333333333375,0.002222222222222229
084839-00050-M-0002,5,179,183,5.966666666666667,6.1,5,0.16666666666666666,0.0027777777777777775,0.0932512,0.127745,99.56200000000001,98.52,99.98,1.460000000000008,DIM,0.1972974,0.10404640000000001,52.242,6.2,0.10000000000000053,0.0016666666666666754
084839-00050-M-0002,6,186,188,6.2,6.266666666666667,3,0.1,0.0016666666666666668,0.083297,0.084194,99.79666666666668,99.79,99.81,0.01999999999999602,DIM,0.18670766666666663,0.10341066666666666,52.15333333333333,6.333333333333333,0.06666666666666643,0.0011111111111111072
084839-00050-M-0002,7,190,192,6.333333333333333,6.4,3,0.1,0.0016666666666666668,0.08249466666666666,0.085311,99.63666666666666,99.27,99.92,0.6500000000000057,DIM,0.18500033333333332,0.10250533333333334,51.96,7.0,0.5999999999999996,0.009999999999999993
084839-00050-M-0002,8,210,211,7.0,7.033333333333333,2,0.06666666666666667,0.0011111111111111111,0.10600799999999999,0.130234,99.57,99.53,99.61,0.0799999999999983,DIM,0.212974,0.10696549999999999,52.865,7.533333333333333,0.5,0.008333333333333333
084839-00050-M-0002,9,226,272,7.533333333333333,9.066666666666666,47,1.5666666666666667,0.02611111111111111,0.08971846808510639,0.132615,98.88851063829787,96.6,100.06,3.460000000000008,DIM,0.1901596595744681,0.10044106382978722,51.79,9.133333333333333,0.06666666666666643,0.0011111111111111072
084839-00050-M-0002,10,274,276,9.133333333333333,9.2,3,0.1,0.0016666666666666668,0.08226466666666667,0.082774,98.64999999999999,98.34,98.83,0.4899999999999949,DIM,0.18535266666666664,0.103088,52.220000000000006,9.3,0.10000000000000142,0.0016666666666666904
084839-00050-M-0002,11,279,280,9.3,9.333333333333334,2,0.06666666666666667,0.0011111111111111111,0.08295050000000001,0.083844,98.715,98.6,98.83,0.23000000000000398,DIM,0.185174,0.1022235,52.07,9.433333333333334,0.09999999999999964,0.0016666666666666607
084839-00050-M-0002,12,283,284,9.433333333333334,9.466666666666667,2,0.06666666666666667,0.0011111111111111111,0.0817975,0.082719,98.81,98.67,98.95,0.28000000000000114,DIM,0.1835345,0.101737,52.03,9.9,0.43333333333333357,0.007222222222222226
084839-00050-M-0002,13,297,298,9.9,9.933333333333334,2,0.06666666666666667,0.0011111111111111111,0.0813545,0.082356,98.74000000000001,98.65,98.83,0.1799999999999926,DIM,0.1837635,0.1024085,52.269999999999996,10.133333333333333,0.1999999999999993,0.0033333333333333214
084839-00050-M-0002,14,304,305,10.133333333333333,10.166666666666666,2,0.06666666666666667,0.0011111111111111111,0.08161299999999999,0.081785,99.64500000000001,99.62,99.67,0.04999999999999716,DIM,0.186741,0.1051285,52.745000000000005,10.5,0.3333333333333339,0.005555555555555565
084839-00050-M-0002,15,315,323,10.5,10.766666666666667,9,0.3,0.005,0.08396500000000001,0.088783,98.0788888888889,95.58,99.1,3.519999999999996,DIM,0.18104355555555554,0.09707855555555556,51.73333333333333,10.833333333333334,0.06666666666666643,0.0011111111111111072
084839-00050-M-0002,16,325,435,10.833333333333334,14.5,111,3.7,0.06166666666666667,0.09290894594594595,0.134602,98.46234234234234,96.17,99.96,3.789999999999992,DIM,0.1880112702702703,0.09510239639639642,51.64657657657658,14.566666666666666,0.06666666666666643,0.0011111111111111072
084839-00050-M-0002,17,437,440,14.566666666666666,14.666666666666666,4,0.13333333333333333,0.0022222222222222222,0.08555099999999999,0.089631,98.8375,98.66,98.96,0.29999999999999716,DIM,0.1836325,0.09808125,51.96,14.766666666666667,0.10000000000000142,0.0016666666666666904
084839-00050-M-0002,18,443,444,14.766666666666667,14.8,2,0.06666666666666667,0.0011111111111111111,0.0819985,0.083247,98.03999999999999,97.96,98.12,0.1600000000000108,DIM,0.1807195,0.098721,52.06,15.1,0.29999999999999893,0.004999999999999982
084839-00050-M-0002,19,453,513,15.1,17.1,61,2.033333333333333,0.033888888888888885,0.09296503278688525,0.133285,99.10491803278688,96.77,100.26,3.490000000000009,DIM,0.18988888524590167,0.09692375409836065,51.936885245901635,17.166666666666668,0.06666666666666643,0.0011111111111111072
084839-00050-M-0002,20,515,535,17.166666666666668,17.833333333333332,21,0.7,0.011666666666666665,0.08666719047619048,0.093986,99.04809523809524,98.29,99.61,1.3199999999999932,DIM,0.18482214285714285,0.09815485714285713,51.8747619047619,18.5,0.6666666666666679,0.01111111111111113
084839-00050-M-0002,21,555,564,18.5,18.8,10,0.3333333333333333,0.005555555555555555,0.0867043,0.090505,97.82000000000001,97.2,98.24,1.039999999999992,DIM,0.18393779999999998,0.0972335,51.891,18.9,0.09999999999999787,0.0016666666666666312
084839-00050-M-0002,22,567,572,18.9,19.066666666666666,6,0.2,0.0033333333333333335,0.09211983333333335,0.131447,97.70666666666666,97.01,98.41,1.3999999999999915,DIM,0.19223916666666666,0.10011933333333332,52.09,19.133333333333333,0.06666666666666643,0.0011111111111111072
084839-00050-M-0002,23,574,575,19.133333333333333,19.166666666666668,2,0.06666666666666667,0.0011111111111111111,0.08255950000000001,0.083458,97.095,97.01,97.18,0.1700000000000017,DIM,0.182149,0.09958900000000001,51.995000000000005,19.3,0.13333333333333286,0.0022222222222222144
084839-00050-M-0002,24,579,582,19.3,19.4,4,0.13333333333333333,0.0022222222222222222,0.08200974999999999,0.085323,97.3675,97.2,97.59,0.39000000000000057,DIM,0.1801825,0.09817300000000001,51.8875,19.5,0.10000000000000142,0.0016666666666666904
084839-00050-M-0002,25,585,586,19.5,19.533333333333335,2,0.06666666666666667,0.0011111111111111111,0.08308850000000001,0.085651,98.095,98.08,98.11,0.030000000000001137,DIM,0.181369,0.09828049999999999,52.099999999999994,19.666666666666668,0.13333333333333286,0.0022222222222222144
084839-00050-M-0002,26,590,591,19.666666666666668,19.7,2,0.06666666666666667,0.0011111111111111111,0.083687,0.086314,98.595,98.48,98.71,0.22999999999998977,DIM,0.18190699999999999,0.0982205,52.17,19.8,0.10000000000000142,0.0016666666666666904
084839-00050-M-0002,27,594,616,19.8,20.533333333333335,23,0.7666666666666667,0.012777777777777779,0.08743713043478261,0.137636,98.64739130434783,98.16,99.44,1.2800000000000011,DIM,0.18785899999999997,0.10042178260869565,52.42304347826086,20.633333333333333,0.09999999999999787,0.0016666666666666312
084839-00050-M-0002,28,619,620,20.633333333333333,20.666666666666668,2,0.06666666666666667,0.0011111111111111111,0.0834035,0.084111,99.00999999999999,98.77,99.25,0.480000000000004,DIM,0.1827875,0.09938449999999999,52.290000000000006,20.8,0.13333333333333286,0.0022222222222222144
084839-00050-M-0002,29,624,628,20.8,20.933333333333334,5,0.16666666666666666,0.0027777777777777775,0.083021,0.084278,98.856,98.72,98.95,0.23000000000000398,DIM,0.183216,0.100195,52.29200000000001,21.0,0.06666666666666643,0.0011111111111111072
084839-00050-M-0002,30,630,631,21.0,21.033333333333335,2,0.06666666666666667,0.0011111111111111111,0.107319,0.123671,99.02,99.02,99.02,0.0,DIM,0.2106085,0.10328899999999999,52.615,21.2,0.1666666666666643,0.0027777777777777384
084839-00050-M-0002,31,636,637,21.2,21.233333333333334,2,0.06666666666666667,0.0011111111111111111,0.081632,0.081898,98.4,98.36,98.44,0.0799999999999983,DIM,0.18254399999999998,0.100912,52.129999999999995,21.566666666666666,0.33333333333333215,0.005555555555555536
084839-00050-M-0002,32,647,650,21.566666666666666,21.666666666666668,4,0.13333333333333333,0.0022222222222222222,0.082433,0.084853,99.105,98.92,99.2,0.28000000000000114,DIM,0.18253025,0.10009699999999999,52.405,21.966666666666665,0.29999999999999716,0.004999999999999952
084839-00050-M-0002,33,659,668,21.966666666666665,22.266666666666666,10,0.3333333333333333,0.005555555555555555,0.0878741,0.12333,99.28299999999999,98.95,99.57,0.6199999999999903,DIM,0.1887123,0.10083820000000002,52.492000000000004,22.633333333333333,0.36666666666666714,0.006111111111111119
084839-00050-M-0002,34,679,680,22.633333333333333,22.666666666666668,2,0.06666666666666667,0.0011111111111111111,0.080592,0.080747,99.48,99.45,99.51,0.060000000000002274,DIM,0.1794485,0.0988565,52.39,22.933333333333334,0.2666666666666657,0.004444444444444429
084839-00050-M-0002,35,688,694,22.933333333333334,23.133333333333333,7,0.23333333333333334,0.0038888888888888888,0.09036942857142857,0.129225,99.8442857142857,99.68,100.08,0.3999999999999915,DIM,0.192084,0.10171485714285715,52.69285714285714,23.533333333333335,0.40000000000000213,0.006666666666666702
084839-00050-M-0002,36,706,707,23.533333333333335,23.566666666666666,2,0.06666666666666667,0.0011111111111111111,0.0832155,0.08591,99.97999999999999,99.96,100.0,0.04000000000000625,DIM,0.182523,0.099307,52.615,23.7,0.13333333333333286,0.0022222222222222144
084839-00050-M-0002,37,711,715,23.7,23.833333333333332,5,0.16666666666666666,0.0027777777777777775,0.0844066,0.087359,100.24600000000001,99.91,100.66,0.75,DIM,0.1831004,0.098694,52.426,23.966666666666665,0.13333333333333286,0.0022222222222222144
084839-00050-M-0002,38,719,722,23.966666666666665,24.066666666666666,4,0.13333333333333333,0.0022222222222222222,0.09704774999999999,0.130016,100.3475,100.15,100.76,0.6099999999999994,DIM,0.199018,0.10196999999999999,53.02250000000001,24.133333333333333,0.06666666666666643,0.0011111111111111072
084839-00050-M-0002,39,724,748,24.133333333333333,24.933333333333334,25,0.8333333333333334,0.01388888888888889,0.08570676,0.091,100.5368,100.09,101.25,1.1599999999999966,DIM,0.18332231999999998,0.09761552000000001,52.3804,,,
093627-00038-M-0002,1,1,4,0.03333333333333333,0.13333333333333333,4,0.13333333333333333,0.0022222222222222222,0.11104575,0.190266,98.665,98.54,98.73,0.18999999999999773,DIM,0.22127025,0.1102245,51.5625,0.3,0.16666666666666666,0.0027777777777777775
093627-00038-M-0002,2,9,15,0.3,0.5,7,0.23333333333333334,0.0038888888888888888,0.08380357142857142,0.087744,97.82571428571428,97.48,98.17,0.6899999999999977,DIM,0.18994971428571428,0.10614642857142857,50.56142857142857,0.5666666666666667,0.06666666666666665,0.001111111111111111
093627-00038-M-0002,3,17,18,0.5666666666666667,0.6,2,0.06666666666666667,0.0011111111111111111,0.080802,0.080898,97.355,97.28,97.43,0.15000000000000568,DIM,0.1868305,0.106029,50.64,0.6666666666666666,0.06666666666666665,0.001111111111111111
093627-00038-M-0002,4,20,23,0.6666666666666666,0.7666666666666667,4,0.13333333333333333,0.0022222222222222222,0.08220274999999999,0.084197,98.0425,97.58,98.31,0.730000000000004,DIM,0.18985775,0.107655,50.8675,0.8333333333333334,0.06666666666666665,0.001111111111111111
093627-00038-M-0002,5,25,49,0.8333333333333334,1.6333333333333333,25,0.8333333333333334,0.01388888888888889,0.08847060000000001,0.142424,97.92760000000003,96.98,98.5,1.519999999999996,DIM,0.19474439999999998,0.10627396000000001,50.74320000000001,1.9333333333333333,0.30000000000000004,0.005000000000000001
093627-00038-M-0002,6,58,577,1.9333333333333333,19.233333333333334,520,17.333333333333332,0.28888888888888886,0.10391462115384614,0.149389,97.75928846153846,94.73,101.69,6.959999999999994,DIM,0.20473191730769233,0.1008173,50.402846153846156,19.3,0.06666666666666643,0.0011111111111111072
093627-00038-M-0002,7,579,588,19.3,19.6,10,0.3333333333333333,0.005555555555555555,0.0877305,0.095662,96.97800000000001,96.55,97.62,1.0700000000000074,DIM,0.18973829999999997,0.10200780000000001,50.29,19.766666666666666,0.1666666666666643,0.0027777777777777384
093627-00038-M-0002,8,593,611,19.766666666666666,20.366666666666667,19,0.6333333333333333,0.010555555555555556,0.09015526315789472,0.138845,96.5078947368421,95.16,97.66,2.5,DIM,0.194327,0.10417173684210525,50.68157894736842,20.433333333333334,0.06666666666666643,0.0011111111111111072
