video_name,detected_events,total_duration_min,mean_duration_min,median_duration_min,mean_motion,mean_brightness,estimated_true_visits,overestimation_factor
084839-00050-M-0002,39,0.2399999999999985,0.006153846153846115,0.0022222222222222,0.08637088407646262,98.91272168443281,18,2.17
094119-00050-M-0002,30,0.3227777777777767,0.010759259259259224,0.0016666666666666,0.08983095127605355,97.34025943732205,14,2.14
084741-00053-M-0002,29,0.1833333333333323,0.0063218390804597345,0.0022222222222222,0.08841943791487214,99.51570972461602,14,2.07
083143-00051-M-0002,23,0.0811111111111102,0.0035265700483091394,0.0016666666666666,0.08827878677457805,97.99379114122594,11,2.09
20250429_1300-1400_130659-00049-M-0002,18,0.38555555555555476,0.021419753086419708,0.0022222222222222,0.086798605054373,107.30527003584149,8,2.25
093627-00038-M-0002,12,0.3349999999999994,0.027916666666666617,0.00249999999999995,0.09002741575613711,97.35927756811901,6,2.0
083239-00068-M-0002,2,0.0022222222222222,0.0011111111111111,0.0011111111111111,0.0916445,96.97749999999999,1,2.0
094209-00040-M-0002,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1046027083333333,98.32643333333334,0,inf
