total_videos,total_frames,overall_occupancy_percent,mean_brightness_all,brightness_when_present,brightness_when_absent,most_active_nest,highest_occupancy_percent
23,17724,23.22274881516588,92.45228278041074,98.40758503401361,90.650987654321,094209-00040-M-0002,100.0
