video_name,visit_id,arrival_frame,departure_frame,arrival_time_seconds,departure_time_seconds,stay_duration_seconds,stay_duration_minutes,avg_motion_score,max_motion_score,avg_brightness,min_brightness,max_brightness,brightness_variation,light_condition,avg_activity_index
084741-00053-M-0002,14,290,379,9.666666666666666,12.633333333333333,3.0,0.05,0.09307974444444446,0.131957,99.39044444444446,98.16,100.82,2.6599999999999966,DIM,0.18976655555555558
084741-00053-M-0002,15,391,393,13.033333333333333,13.1,0.1,0.0016666666666666668,0.09672933333333333,0.128827,99.88666666666666,99.8,99.98,0.18000000000000682,DIM,0.20107166666666668
084741-00053-M-0002,16,438,441,14.6,14.7,0.13333333333333333,0.0022222222222222222,0.08335574999999999,0.085572,99.185,98.51,100.17,1.6599999999999966,DIM,0.184287
084741-00053-M-0002,17,511,512,17.033333333333335,17.066666666666666,0.06666666666666667,0.0011111111111111111,0.10656099999999999,0.132935,100.56,100.51,100.61,0.09999999999999432,DIM,0.21620699999999998
084741-00053-M-0002,18,532,536,17.733333333333334,17.866666666666667,0.16666666666666666,0.0027777777777777775,0.08291459999999999,0.084561,101.552,101.26,101.8,0.539999999999992,DIM,0.1854918
084741-00053-M-0002,19,538,543,17.933333333333334,18.1,0.2,0.0033333333333333335,0.09535516666666667,0.131672,101.17,100.96,101.33,0.37000000000000455,DIM,0.19914283333333335
084741-00053-M-0002,20,545,622,18.166666666666668,20.733333333333334,2.6,0.043333333333333335,0.08898558974358975,0.139189,100.00461538461538,97.7,101.46,3.759999999999991,DIM,0.1885477820512821
084741-00053-M-0002,21,626,628,20.866666666666667,20.933333333333334,0.1,0.0016666666666666668,0.08044466666666666,0.08092,98.72000000000001,98.42,98.92,0.5,DIM,0.18025833333333333
084741-00053-M-0002,22,630,633,21.0,21.1,0.13333333333333333,0.0022222222222222222,0.09584025,0.133316,98.8375,98.55,99.04,0.4900000000000091,DIM,0.19962200000000002
084741-00053-M-0002,23,635,636,21.166666666666668,21.2,0.06666666666666667,0.0011111111111111111,0.0817575,0.08273,99.22,99.22,99.22,0.0,DIM,0.183333
084741-00053-M-0002,24,661,662,22.033333333333335,22.066666666666666,0.06666666666666667,0.0011111111111111111,0.10468649999999999,0.128797,98.735,98.72,98.75,0.030000000000001137,DIM,0.210214
084741-00053-M-0002,25,724,729,24.133333333333333,24.3,0.2,0.0033333333333333335,0.08254516666666666,0.085874,98.30999999999999,97.66,99.07,1.4099999999999966,DIM,0.18003633333333335
084741-00053-M-0002,26,740,741,24.666666666666668,24.7,0.06666666666666667,0.0011111111111111111,0.08304500000000001,0.083613,99.34,99.19,99.49,0.29999999999999716,DIM,0.182722
084741-00053-M-0002,27,780,800,26.0,26.666666666666668,0.7,0.011666666666666665,0.09128342857142857,0.129119,99.37238095238096,98.58,100.54,1.960000000000008,DIM,0.18828123809523808
084741-00053-M-0002,28,804,805,26.8,26.833333333333332,0.06666666666666667,0.0011111111111111111,0.08564350000000001,0.087372,99.475,99.24,99.71,0.46999999999999886,DIM,0.18534899999999999
084741-00053-M-0002,29,809,812,26.966666666666665,27.066666666666666,0.13333333333333333,0.0022222222222222222,0.09490799999999999,0.132148,98.8475,98.48,99.32,0.8399999999999892,DIM,0.19949250000000002
084839-00050-M-0002,1,43,61,1.4333333333333333,2.033333333333333,0.6333333333333333,0.010555555555555556,0.08703726315789473,0.130678,98.95684210526316,98.61,99.31,0.7000000000000028,DIM,0.1873741052631579
084839-00050-M-0002,2,72,78,2.4,2.6,0.23333333333333334,0.0038888888888888888,0.08324714285714287,0.085374,98.84857142857143,98.57,99.09,0.5200000000000102,DIM,0.18495028571428573
084839-00050-M-0002,3,153,156,5.1,5.2,0.13333333333333333,0.0022222222222222222,0.0838005,0.086978,99.16,99.11,99.24,0.12999999999999545,DIM,0.18949875000000002
084839-00050-M-0002,4,172,175,5.733333333333333,5.833333333333333,0.13333333333333333,0.0022222222222222222,0.08094775,0.082476,97.61,97.29,97.99,0.6999999999999886,DIM,0.182682
084839-00050-M-0002,5,179,183,5.966666666666667,6.1,0.16666666666666666,0.0027777777777777775,0.0932512,0.127745,99.56200000000001,98.52,99.98,1.460000000000008,DIM,0.1972974
084839-00050-M-0002,6,186,188,6.2,6.266666666666667,0.1,0.0016666666666666668,0.083297,0.084194,99.79666666666668,99.79,99.81,0.01999999999999602,DIM,0.18670766666666663
084839-00050-M-0002,7,190,192,6.333333333333333,6.4,0.1,0.0016666666666666668,0.08249466666666666,0.085311,99.63666666666666,99.27,99.92,0.6500000000000057,DIM,0.18500033333333332
084839-00050-M-0002,8,210,211,7.0,7.033333333333333,0.06666666666666667,0.0011111111111111111,0.10600799999999999,0.130234,99.57,99.53,99.61,0.0799999999999983,DIM,0.212974
084839-00050-M-0002,9,226,272,7.533333333333333,9.066666666666666,1.5666666666666667,0.02611111111111111,0.08971846808510639,0.132615,98.88851063829787,96.6,100.06,3.460000000000008,DIM,0.1901596595744681
084839-00050-M-0002,10,274,276,9.133333333333333,9.2,0.1,0.0016666666666666668,0.08226466666666667,0.082774,98.64999999999999,98.34,98.83,0.4899999999999949,DIM,0.18535266666666664
084839-00050-M-0002,11,279,280,9.3,9.333333333333334,0.06666666666666667,0.0011111111111111111,0.08295050000000001,0.083844,98.715,98.6,98.83,0.23000000000000398,DIM,0.185174
084839-00050-M-0002,12,283,284,9.433333333333334,9.466666666666667,0.06666666666666667,0.0011111111111111111,0.0817975,0.082719,98.81,98.67,98.95,0.28000000000000114,DIM,0.1835345
084839-00050-M-0002,13,297,298,9.9,9.933333333333334,0.06666666666666667,0.0011111111111111111,0.0813545,0.082356,98.74000000000001,98.65,98.83,0.1799999999999926,DIM,0.1837635
084839-00050-M-0002,14,304,305,10.133333333333333,10.166666666666666,0.06666666666666667,0.0011111111111111111,0.08161299999999999,0.081785,99.64500000000001,99.62,99.67,0.04999999999999716,DIM,0.186741
084839-00050-M-0002,15,315,323,10.5,10.766666666666667,0.3,0.005,0.08396500000000001,0.088783,98.0788888888889,95.58,99.1,3.519999999999996,DIM,0.18104355555555554
084839-00050-M-0002,16,325,435,10.833333333333334,14.5,3.7,0.06166666666666667,0.09290894594594595,0.134602,98.46234234234234,96.17,99.96,3.789999999999992,DIM,0.1880112702702703
084839-00050-M-0002,17,437,440,14.566666666666666,14.666666666666666,0.13333333333333333,0.0022222222222222222,0.08555099999999999,0.089631,98.8375,98.66,98.96,0.29999999999999716,DIM,0.1836325
084839-00050-M-0002,18,443,444,14.766666666666667,14.8,0.06666666666666667,0.0011111111111111111,0.0819985,0.083247,98.03999999999999,97.96,98.12,0.1600000000000108,DIM,0.1807195
084839-00050-M-0002,19,453,513,15.1,17.1,2.033333333333333,0.033888888888888885,0.09296503278688525,0.133285,99.10491803278688,96.77,100.26,3.490000000000009,DIM,0.18988888524590167
084839-00050-M-0002,20,515,535,17.166666666666668,17.833333333333332,0.7,0.011666666666666665,0.08666719047619048,0.093986,99.04809523809524,98.29,99.61,1.3199999999999932,DIM,0.18482214285714285
084839-00050-M-0002,21,555,564,18.5,18.8,0.3333333333333333,0.005555555555555555,0.0867043,0.090505,97.82000000000001,97.2,98.24,1.039999999999992,DIM,0.18393779999999998
084839-00050-M-0002,22,567,572,18.9,19.066666666666666,0.2,0.0033333333333333335,0.09211983333333335,0.131447,97.70666666666666,97.01,98.41,1.3999999999999915,DIM,0.19223916666666666
084839-00050-M-0002,23,574,575,19.133333333333333,19.166666666666668,0.06666666666666667,0.0011111111111111111,0.08255950000000001,0.083458,97.095,97.01,97.18,0.1700000000000017,DIM,0.182149
084839-00050-M-0002,24,579,582,19.3,19.4,0.13333333333333333,0.0022222222222222222,0.08200974999999999,0.085323,97.3675,97.2,97.59,0.39000000000000057,DIM,0.1801825
084839-00050-M-0002,25,585,586,19.5,19.533333333333335,0.06666666666666667,0.0011111111111111111,0.08308850000000001,0.085651,98.095,98.08,98.11,0.030000000000001137,DIM,0.181369
084839-00050-M-0002,26,590,591,19.666666666666668,19.7,0.06666666666666667,0.0011111111111111111,0.083687,0.086314,98.595,98.48,98.71,0.22999999999998977,DIM,0.18190699999999999
084839-00050-M-0002,27,594,616,19.8,20.533333333333335,0.7666666666666667,0.012777777777777779,0.08743713043478261,0.137636,98.64739130434783,98.16,99.44,1.2800000000000011,DIM,0.18785899999999997
084839-00050-M-0002,28,619,620,20.633333333333333,20.666666666666668,0.06666666666666667,0.0011111111111111111,0.0834035,0.084111,99.00999999999999,98.77,99.25,0.480000000000004,DIM,0.1827875
084839-00050-M-0002,29,624,628,20.8,20.933333333333334,0.16666666666666666,0.0027777777777777775,0.083021,0.084278,98.856,98.72,98.95,0.23000000000000398,DIM,0.183216
084839-00050-M-0002,30,630,631,21.0,21.033333333333335,0.06666666666666667,0.0011111111111111111,0.107319,0.123671,99.02,99.02,99.02,0.0,DIM,0.2106085
084839-00050-M-0002,31,636,637,21.2,21.233333333333334,0.06666666666666667,0.0011111111111111111,0.081632,0.081898,98.4,98.36,98.44,0.0799999999999983,DIM,0.18254399999999998
084839-00050-M-0002,32,647,650,21.566666666666666,21.666666666666668,0.13333333333333333,0.0022222222222222222,0.082433,0.084853,99.105,98.92,99.2,0.28000000000000114,DIM,0.18253025
084839-00050-M-0002,33,659,668,21.966666666666665,22.266666666666666,0.3333333333333333,0.005555555555555555,0.0878741,0.12333,99.28299999999999,98.95,99.57,0.6199999999999903,DIM,0.1887123
084839-00050-M-0002,34,679,680,22.633333333333333,22.666666666666668,0.06666666666666667,0.0011111111111111111,0.080592,0.080747,99.48,99.45,99.51,0.060000000000002274,DIM,0.1794485
084839-00050-M-0002,35,688,694,22.933333333333334,23.133333333333333,0.23333333333333334,0.0038888888888888888,0.09036942857142857,0.129225,99.8442857142857,99.68,100.08,0.3999999999999915,DIM,0.192084
084839-00050-M-0002,36,706,707,23.533333333333335,23.566666666666666,0.06666666666666667,0.0011111111111111111,0.0832155,0.08591,99.97999999999999,99.96,100.0,0.04000000000000625,DIM,0.182523
084839-00050-M-0002,37,711,715,23.7,23.833333333333332,0.16666666666666666,0.0027777777777777775,0.0844066,0.087359,100.24600000000001,99.91,100.66,0.75,DIM,0.1831004
084839-00050-M-0002,38,719,722,23.966666666666665,24.066666666666666,0.13333333333333333,0.0022222222222222222,0.09704774999999999,0.130016,100.3475,100.15,100.76,0.6099999999999994,DIM,0.199018
084839-00050-M-0002,39,724,748,24.133333333333333,24.933333333333334,0.8333333333333334,0.01388888888888889,0.08570676,0.091,100.5368,100.09,101.25,1.1599999999999966,DIM,0.18332231999999998
093627-00038-M-0002,1,1,4,0.03333333333333333,0.13333333333333333,0.13333333333333333,0.0022222222222222222,0.11104575,0.190266,98.665,98.54,98.73,0.18999999999999773,DIM,0.22127025
093627-00038-M-0002,2,9,15,0.3,0.5,0.23333333333333334,0.0038888888888888888,0.08380357142857142,0.087744,97.82571428571428,97.48,98.17,0.6899999999999977,DIM,0.18994971428571428
093627-00038-M-0002,3,17,18,0.5666666666666667,0.6,0.06666666666666667,0.0011111111111111111,0.080802,0.080898,97.355,97.28,97.43,0.15000000000000568,DIM,0.1868305
093627-00038-M-0002,4,20,23,0.6666666666666666,0.7666666666666667,0.13333333333333333,0.0022222222222222222,0.08220274999999999,0.084197,98.0425,97.58,98.31,0.730000000000004,DIM,0.18985775
093627-00038-M-0002,5,25,49,0.8333333333333334,1.6333333333333333,0.8333333333333334,0.01388888888888889,0.08847060000000001,0.142424,97.92760000000003,96.98,98.5,1.519999999999996,DIM,0.19474439999999998
093627-00038-M-0002,6,58,577,1.9333333333333333,19.233333333333334,17.333333333333332,0.28888888888888886,0.10391462115384614,0.149389,97.75928846153846,94.73,101.69,6.959999999999994,DIM,0.20473191730769233
093627-00038-M-0002,7,579,588,19.3,19.6,0.3333333333333333,0.005555555555555555,0.0877305,0.095662,96.97800000000001,96.55,97.62,1.0700000000000074,DIM,0.18973829999999997
093627-00038-M-0002,8,593,611,19.766666666666666,20.366666666666667,0.6333333333333333,0.010555555555555556,0.09015526315789472,0.138845,96.5078947368421,95.16,97.66,2.5,DIM,0.194327
093627-00038-M-0002,9,613,614,20.433333333333334,20.466666666666665,0.06666666666666667,0.0011111111111111111,0.0921005,0.094189,96.88499999999999,96.83,96.94,0.10999999999999943,DIM,0.193775
093627-00038-M-0002,10,616,617,20.533333333333335,20.566666666666666,0.06666666666666667,0.0011111111111111111,0.0885885,0.088982,96.78,96.63,96.93,0.30000000000001137,DIM,0.1902725
093627-00038-M-0002,11,621,625,20.7,20.833333333333332,0.16666666666666666,0.0027777777777777775,0.0851606,0.093647,96.76199999999999,96.27,96.99,0.7199999999999989,DIM,0.18730600000000003
093627-00038-M-0002,12,627,629,20.9,20.966666666666665,0.1,0.0016666666666666668,0.08635433333333335,0.096585,96.82333333333332,96.77,96.88,0.10999999999999943,DIM,0.1885983333333333
094119-00050-M-0002,1,1,9,0.03333333333333333,0.3,0.3,0.005,0.09385577777777779,0.104705,97.54777777777777,97.3,98.01,0.710000000000008,DIM,0.19857744444444445
094119-00050-M-0002,2,11,12,0.36666666666666664,0.4,0.06666666666666667,0.0011111111111111111,0.090529,0.095313,97.445,97.37,97.52,0.14999999999999147,DIM,0.19539
094119-00050-M-0002,3,14,21,0.4666666666666667,0.7,0.26666666666666666,0.0044444444444444444,0.086523,0.094054,97.05375000000001,96.84,97.24,0.3999999999999915,DIM,0.19160737500000002
094119-00050-M-0002,4,30,33,1.0,1.1,0.13333333333333333,0.0022222222222222222,0.0970015,0.129354,97.515,97.24,97.71,0.46999999999999886,DIM,0.2041135
094119-00050-M-0002,5,35,106,1.1666666666666667,3.533333333333333,2.4,0.04,0.09420404166666668,0.135896,97.77833333333335,96.46,98.55,2.0900000000000034,DIM,0.19628241666666668
094119-00050-M-0002,6,108,109,3.6,3.6333333333333333,0.06666666666666667,0.0011111111111111111,0.0812565,0.081659,98.515,98.49,98.54,0.05000000000001137,DIM,0.18538
094119-00050-M-0002,7,120,122,4.0,4.066666666666666,0.1,0.0016666666666666668,0.10349633333333334,0.134606,96.31333333333333,96.09,96.48,0.39000000000000057,DIM,0.21139033333333335
094119-00050-M-0002,8,128,132,4.266666666666667,4.4,0.16666666666666666,0.0027777777777777775,0.0846946,0.090915,96.70600000000002,96.22,97.1,0.8799999999999955,DIM,0.18628240000000001
094119-00050-M-0002,9,136,137,4.533333333333333,4.566666666666666,0.06666666666666667,0.0011111111111111111,0.0821885,0.084213,96.655,96.65,96.66,0.009999999999990905,DIM,0.183875
094119-00050-M-0002,10,147,148,4.9,4.933333333333334,0.06666666666666667,0.0011111111111111111,0.086285,0.08776,96.95,96.93,96.97,0.03999999999999204,DIM,0.1890865
094119-00050-M-0002,11,152,156,5.066666666666666,5.2,0.16666666666666666,0.0027777777777777775,0.08188899999999999,0.084978,96.738,96.63,96.9,0.27000000000001023,DIM,0.1887736
094119-00050-M-0002,12,159,160,5.3,5.333333333333333,0.06666666666666667,0.0011111111111111111,0.0839925,0.084271,97.28,97.24,97.32,0.0799999999999983,DIM,0.190004
094119-00050-M-0002,13,164,182,5.466666666666667,6.066666666666666,0.6333333333333333,0.010555555555555556,0.08612247368421051,0.134588,97.62421052631578,96.91,97.96,1.0499999999999972,DIM,0.19146273684210527
094119-00050-M-0002,14,184,186,6.133333333333334,6.2,0.1,0.0016666666666666668,0.08422533333333333,0.085191,97.78333333333335,97.22,98.16,0.9399999999999977,DIM,0.189611
094119-00050-M-0002,15,190,300,6.333333333333333,10.0,3.7,0.06166666666666667,0.0907958108108108,0.142211,97.15801801801803,95.99,98.81,2.8200000000000074,DIM,0.19333991891891894
094119-00050-M-0002,16,302,387,10.066666666666666,12.9,2.8666666666666667,0.04777777777777778,0.08997046511627907,0.136642,97.97848837209304,97.0,98.98,1.980000000000004,DIM,0.19304702325581394
094119-00050-M-0002,17,389,392,12.966666666666667,13.066666666666666,0.13333333333333333,0.0022222222222222222,0.09800125,0.13427,98.005,97.8,98.21,0.4099999999999966,DIM,0.2039585
094119-00050-M-0002,18,394,555,13.133333333333333,18.5,5.4,0.09000000000000001,0.09330722839506173,0.148592,98.07172839506174,96.75,98.92,2.1700000000000017,DIM,0.19780000617283952
094119-00050-M-0002,19,557,560,18.566666666666666,18.666666666666668,0.13333333333333333,0.0022222222222222222,0.08278975,0.084454,97.93249999999999,97.76,98.07,0.30999999999998806,DIM,0.18736799999999998
094119-00050-M-0002,20,570,571,19.0,19.033333333333335,0.06666666666666667,0.0011111111111111111,0.11100600000000001,0.138386,97.09,97.03,97.15,0.12000000000000455,DIM,0.2233725
094119-00050-M-0002,21,574,576,19.133333333333333,19.2,0.1,0.0016666666666666668,0.083606,0.085476,97.40666666666668,97.3,97.49,0.18999999999999773,DIM,0.19232200000000002
094119-00050-M-0002,22,624,626,20.8,20.866666666666667,0.1,0.0016666666666666668,0.08524833333333333,0.0905,97.04333333333334,96.91,97.17,0.2600000000000051,DIM,0.19111766666666666
094119-00050-M-0002,23,630,631,21.0,21.033333333333335,0.06666666666666667,0.0011111111111111111,0.1139675,0.133897,96.99000000000001,96.98,97.0,0.01999999999999602,DIM,0.22282449999999998
094119-00050-M-0002,24,642,643,21.4,21.433333333333334,0.06666666666666667,0.0011111111111111111,0.08272550000000001,0.08365,97.31,97.27,97.35,0.0799999999999983,DIM,0.1879125
094119-00050-M-0002,25,645,647,21.5,21.566666666666666,0.1,0.0016666666666666668,0.08392066666666666,0.086214,96.83666666666666,96.75,96.9,0.15000000000000568,DIM,0.18889733333333333
094119-00050-M-0002,26,649,695,21.633333333333333,23.166666666666668,1.5666666666666667,0.02611111111111111,0.08869861702127659,0.136584,97.76659574468084,96.82,98.6,1.7800000000000011,DIM,0.19446514893617023
094119-00050-M-0002,27,698,699,23.266666666666666,23.3,0.06666666666666667,0.0011111111111111111,0.0813405,0.081676,97.52,97.21,97.83,0.6200000000000045,DIM,0.1885945
094119-00050-M-0002,28,733,735,24.433333333333334,24.5,0.1,0.0016666666666666668,0.08668799999999999,0.090755,97.18333333333332,97.07,97.28,0.21000000000000796,DIM,0.19553500000000001
094119-00050-M-0002,29,737,743,24.566666666666666,24.766666666666666,0.23333333333333334,0.0038888888888888888,0.08667485714285714,0.092498,97.6557142857143,97.16,98.05,0.8900000000000006,DIM,0.19331371428571428
094119-00050-M-0002,30,746,747,24.866666666666667,24.9,0.06666666666666667,0.0011111111111111111,0.0999245,0.109502,96.355,96.26,96.45,0.18999999999999773,DIM,0.203923
094209-00040-M-0002,1,1,600,0.03333333333333333,20.0,20.0,0.3333333333333333,0.10460270833333334,0.150466,98.32643333333334,94.93,102.3,7.36999999999999,DIM,0.20506385166666666
20250429_1300-1400_130659-00049-M-0002,1,1,410,0.03333333333333333,13.666666666666666,13.666666666666666,0.22777777777777777,0.0987617536585366,0.13104,107.84797560975609,105.21,111.78,6.570000000000007,DIM,0.17347535365853659
20250429_1300-1400_130659-00049-M-0002,2,415,418,13.833333333333334,13.933333333333334,0.13333333333333333,0.0022222222222222222,0.08141175,0.082816,106.02000000000001,105.91,106.08,0.1700000000000017,DIM,0.159387
20250429_1300-1400_130659-00049-M-0002,3,420,422,14.0,14.066666666666666,0.1,0.0016666666666666668,0.09686633333333333,0.119011,105.65666666666668,105.38,105.81,0.4300000000000068,DIM,0.17855033333333334
20250429_1300-1400_130659-00049-M-0002,4,426,428,14.2,14.266666666666667,0.1,0.0016666666666666668,0.08245833333333333,0.085514,106.42,106.32,106.55,0.23000000000000398,DIM,0.1601216666666667
20250429_1300-1400_130659-00049-M-0002,5,430,448,14.333333333333334,14.933333333333334,0.6333333333333333,0.010555555555555556,0.08414147368421052,0.089695,106.32736842105264,105.81,106.71,0.8999999999999915,DIM,0.16191173684210525
20250429_1300-1400_130659-00049-M-0002,6,460,463,15.333333333333334,15.433333333333334,0.13333333333333333,0.0022222222222222222,0.084685,0.087491,106.98,106.8,107.22,0.4200000000000017,DIM,0.1661505
20250429_1300-1400_130659-00049-M-0002,7,465,466,15.5,15.533333333333333,0.06666666666666667,0.0011111111111111111,0.0821345,0.082749,106.905,106.86,106.95,0.09000000000000341,DIM,0.162886
20250429_1300-1400_130659-00049-M-0002,8,480,482,16.0,16.066666666666666,0.1,0.0016666666666666668,0.09543433333333333,0.120177,107.76,107.58,107.86,0.28000000000000114,DIM,0.180245
20250429_1300-1400_130659-00049-M-0002,9,484,486,16.133333333333333,16.2,0.1,0.0016666666666666668,0.08223399999999999,0.083586,107.42666666666666,107.27,107.74,0.46999999999999886,DIM,0.164597
